City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
492,Inhambane,-23.86,35.38,73.4,88,75,6.33,MZ,broken clouds
493,Kathmandu,27.72,85.32,71.6,88,75,3.36,NP,broken clouds
494,Chara,56.91,118.26,32.09,94,100,2.55,RU,overcast clouds
495,Rusape,-18.53,32.13,76.68,39,93,11.43,ZW,overcast clouds
496,Tuatapere,-46.13,167.68,55.0,59,48,8.01,NZ,scattered clouds
497,Dhidhdhoo,6.88,73.1,82.18,75,4,10.29,MV,clear sky
498,Aktau,43.65,51.2,60.8,29,28,11.18,KZ,scattered clouds
499,Karratha,-20.74,116.85,74.25,40,32,17.45,AU,scattered clouds
500,Conde,-7.26,-34.91,84.2,62,75,17.22,BR,broken clouds
501,Gander,48.97,-54.59,69.8,56,75,11.41,CA,broken clouds
502,Zaysan,47.47,84.87,41.29,65,0,2.77,KZ,clear sky
503,Arrecife,28.96,-13.55,78.8,50,40,24.16,ES,scattered clouds
504,Sao Joao Da Barra,-21.64,-41.05,93.2,41,0,4.7,BR,clear sky
505,Botwood,49.15,-55.35,68.0,70,82,1.01,CA,broken clouds
506,Bajil,15.06,43.29,91.42,48,7,4.88,YE,clear sky
507,Burnie,-41.07,145.92,53.01,82,36,1.99,AU,light rain
508,Hibbing,47.43,-92.94,37.4,55,90,5.82,US,overcast clouds
509,Preobrazheniye,42.9,133.91,54.57,87,23,6.38,RU,few clouds
510,Necochea,-38.55,-58.74,50.0,65,18,15.01,AR,few clouds
511,Oktyabrskoye,43.06,44.74,62.6,72,93,4.47,RU,overcast clouds
512,Bougouni,11.42,-7.48,74.61,88,100,3.78,ML,overcast clouds
513,Potiskum,11.71,11.07,91.2,42,7,3.22,NG,clear sky
514,San Jeronimo,-11.95,-75.28,59.99,41,36,1.16,PE,scattered clouds
515,Torit,4.41,32.57,76.98,75,29,1.3,SS,scattered clouds
516,Boyolangu,-8.12,111.89,76.64,89,85,5.68,ID,light rain
517,Nakusp,50.25,-117.8,61.63,54,17,0.76,CA,few clouds
518,Traverse City,44.76,-85.62,45.0,81,90,6.93,US,light rain
519,Sucua,-2.47,-78.17,73.4,64,75,2.24,EC,broken clouds
520,Gornopravdinsk,60.05,69.9,47.5,92,59,6.08,RU,broken clouds
521,Usogorsk,63.41,48.69,49.84,81,60,6.4,RU,broken clouds
522,Houma,29.6,-90.72,75.99,36,1,11.41,US,clear sky
523,Salalah,17.02,54.09,78.8,83,0,5.82,OM,clear sky
524,Shanghai,31.22,121.46,73.4,78,45,8.95,CN,scattered clouds
525,Bullhead City,35.15,-114.57,89.6,5,5,14.99,US,clear sky
526,Sungaipenuh,-2.08,101.38,65.59,94,100,0.27,ID,light rain
527,Warwick,41.7,-71.42,66.2,55,90,13.87,US,overcast clouds
528,Eregli,37.51,34.05,59.85,39,0,3.6,TR,clear sky
529,Bocana De Paiwas,12.79,-85.12,81.0,79,86,1.77,NI,light rain
530,Vinh,18.67,105.67,80.02,84,92,2.26,VN,overcast clouds
531,Avera,33.19,-82.53,69.8,46,1,5.82,US,clear sky
532,Praia Da Vitoria,38.73,-27.07,73.0,73,75,14.97,PT,broken clouds
533,Sokolo,14.73,-6.12,96.49,33,99,8.61,ML,overcast clouds
534,Namibe,-15.2,12.15,71.6,73,75,14.99,AO,broken clouds
535,Alvorada,-12.48,-49.12,105.55,11,27,6.69,BR,scattered clouds
536,San Carlos,9.66,-68.58,81.05,86,91,5.99,VE,moderate rain
537,Norilsk,69.35,88.2,32.0,95,75,13.42,RU,light shower snow
538,Praya,14.92,-23.51,87.8,58,75,17.22,CV,broken clouds
539,Angoche,-16.23,39.91,77.09,81,20,10.45,MZ,few clouds
540,Synya,65.37,58.04,42.06,87,95,12.26,RU,light rain
541,Beyneu,45.32,55.2,58.69,31,0,11.72,KZ,clear sky
542,Zafarwal,32.35,74.9,78.8,65,5,3.36,PK,clear sky
543,Launceston,-41.45,147.17,53.01,87,19,6.93,AU,light rain
544,Terra Santa,-2.1,-56.49,101.79,30,83,4.32,BR,broken clouds
545,Leeston,-43.77,172.3,55.4,54,68,4.7,NZ,broken clouds
546,Kapoeta,4.77,33.59,85.01,46,28,5.12,SS,scattered clouds
547,Akyab,20.15,92.9,82.6,84,80,7.09,MM,light rain
548,Mallapuram,11.97,78.25,76.46,77,79,1.07,IN,broken clouds
549,Rawson,-43.3,-65.1,43.84,56,75,18.01,AR,broken clouds
550,Palmer,42.16,-72.33,55.4,87,90,3.6,US,overcast clouds
551,Sassandra,4.95,-6.08,79.56,78,98,9.44,CI,overcast clouds
552,Aleksandrov Gay,50.15,48.57,59.95,38,0,8.75,RU,clear sky
553,Conceicao Do Araguaia,-8.26,-49.26,103.93,15,75,8.75,BR,broken clouds
554,Linxia,35.6,103.21,50.59,53,99,5.08,CN,overcast clouds
555,Miri,4.41,114.01,80.01,94,40,5.82,MY,scattered clouds
556,Constantine,36.37,6.61,84.2,30,63,16.11,DZ,broken clouds
557,Mezen,65.85,44.24,44.13,67,100,6.17,RU,overcast clouds
558,Bismil,37.85,40.67,78.8,31,0,3.36,TR,clear sky
559,Nabire,-3.37,135.48,77.36,83,99,3.11,ID,moderate rain
560,Porbandar,21.64,69.61,82.15,78,57,8.48,IN,broken clouds
561,Bonfim,3.08,-59.95,91.45,47,16,5.17,BR,few clouds
562,San Jose,37.34,-121.89,75.0,43,90,2.21,US,smoke
563,Key West,24.56,-81.78,84.2,74,90,6.93,US,overcast clouds
564,Poshekhonye,58.5,39.14,53.28,79,100,4.61,RU,overcast clouds
565,Sorland,67.67,12.69,53.6,87,0,4.7,NO,clear sky
566,Boulder,40.08,-105.35,69.01,24,1,5.82,US,clear sky
567,Camocim,-2.9,-40.84,93.4,36,90,14.85,BR,overcast clouds
568,Tondon,10.37,-13.35,85.33,72,95,2.39,GN,light rain
569,Nyaunglebin,17.95,96.73,76.95,94,86,5.19,MM,light rain
570,Airai,-8.93,125.41,58.21,83,24,3.47,TL,few clouds
571,Faya,18.39,42.45,73.4,13,1,11.41,SA,clear sky
572,Wadi Maliz,36.47,8.55,98.6,14,40,19.46,TN,scattered clouds
573,Roald,62.58,6.13,62.6,51,0,9.17,NO,clear sky
574,Tongliao,43.61,122.27,46.71,55,3,11.86,CN,clear sky
575,Turbat,26.0,63.04,89.94,20,3,3.62,PK,clear sky
576,Bintulu,3.17,113.03,77.0,94,40,5.82,MY,scattered clouds
577,Elko,41.0,-115.5,63.0,23,1,0.89,US,clear sky
578,Oranjestad,12.52,-70.03,84.2,79,75,19.46,AW,broken clouds
579,Resistencia,-27.46,-58.98,81.0,44,100,13.87,AR,overcast clouds
580,Atambua,-9.11,124.89,71.31,83,9,5.41,ID,clear sky
581,Nang Rong,14.64,102.79,78.3,85,100,3.76,TH,light rain
582,Beaverlodge,55.22,-119.44,46.4,87,20,1.43,CA,few clouds
583,Maragogi,-9.01,-35.22,81.01,64,97,12.08,BR,overcast clouds
584,Chapais,49.78,-74.85,37.4,93,75,3.36,CA,light rain
585,Waverley,-25.7,28.26,66.2,68,75,14.99,ZA,broken clouds
586,Yaan,7.38,8.57,77.14,85,99,2.73,NG,overcast clouds
587,Port Macquarie,-31.43,152.92,54.0,93,5,5.59,AU,clear sky
588,Wakkanai,45.41,141.67,56.75,93,100,15.17,JP,light rain
589,Hutchinson,38.06,-97.93,61.0,36,1,12.75,US,clear sky
590,Laguna,38.42,-121.42,68.0,60,1,4.41,US,haze
591,Jiuquan,39.74,98.52,47.16,42,0,7.61,CN,clear sky
592,Ambikapur,23.12,83.2,74.32,80,100,3.58,IN,light rain
593,Ginda,30.69,78.49,60.01,65,0,4.61,IN,clear sky
594,Diffa,13.32,12.61,98.74,24,0,1.16,NE,clear sky
595,Rovaniemi,66.5,25.72,50.0,93,75,9.17,FI,broken clouds
596,Aksu,41.12,80.26,62.17,35,100,4.45,CN,overcast clouds
597,Severo-Yeniseyskiy,60.37,93.04,29.19,98,89,6.46,RU,overcast clouds
598,Tambura,5.6,27.47,73.69,91,79,4.65,SS,light rain
599,Chato,-2.64,31.77,75.61,62,15,7.29,TZ,few clouds
600,Queenstown,-31.9,26.88,50.13,88,99,15.32,ZA,light rain
601,Cururupu,-1.83,-44.87,86.13,65,98,7.85,BR,light rain
602,Codajas,-3.84,-62.06,98.4,40,7,2.37,BR,clear sky
603,Mount Darwin,-16.77,31.58,84.11,22,0,6.55,ZW,clear sky
604,Benguela,-12.58,13.41,73.4,83,40,4.7,AO,scattered clouds
605,Ler,8.3,30.14,80.24,65,6,2.51,SS,clear sky
606,Bathsheba,13.22,-59.52,87.8,66,20,16.11,BB,few clouds
607,Floro,61.6,5.03,62.6,51,20,17.22,NO,few clouds
608,Deputatskiy,69.3,139.9,21.11,93,99,6.4,RU,overcast clouds
609,Lukovetskiy,64.3,41.92,48.2,100,90,2.24,RU,overcast clouds
610,Poum,-20.23,164.02,71.15,72,0,23.8,NC,clear sky
611,Shieli,44.17,66.75,55.2,35,0,8.86,KZ,clear sky
612,Aquiraz,-3.9,-38.39,89.6,52,54,23.04,BR,broken clouds
613,Shimoda,34.67,138.95,62.01,91,82,2.82,JP,broken clouds
614,Patacamaya,-17.23,-67.92,57.96,42,49,8.61,BO,scattered clouds
615,Gorom-Gorom,14.44,-0.24,98.37,28,15,11.79,BF,few clouds
616,Varanasi,25.33,83.0,82.4,74,29,3.62,IN,haze
617,Belen,36.49,36.22,78.8,57,20,9.17,TR,few clouds
618,Vrangel,42.73,133.08,56.64,89,30,5.86,RU,scattered clouds
619,Woodstock,43.13,-80.75,53.01,76,75,2.24,CA,broken clouds
620,Redmond,47.67,-122.12,59.0,91,4,1.36,US,clear sky
621,Manzil Kamil,35.62,10.67,84.99,74,0,18.34,TN,clear sky
622,Punta De Bombon,-17.17,-71.79,63.75,71,28,10.33,PE,scattered clouds
623,Raga,8.46,25.68,76.73,79,98,2.19,SS,overcast clouds
624,Tautira,-17.73,-149.15,73.4,78,40,4.7,PF,scattered clouds
625,Maliig,13.85,120.15,83.82,74,97,5.53,PH,overcast clouds
626,Amapa,1.0,-52.0,97.9,31,62,5.3,BR,broken clouds
627,Woodward,36.43,-99.39,64.0,29,1,13.87,US,clear sky
628,Velsk,61.07,42.1,50.65,84,64,2.95,RU,broken clouds
629,Kholmogory,64.22,41.66,48.2,100,90,2.24,RU,overcast clouds
630,Camara De Lobos,32.63,-16.97,75.2,69,20,8.05,PT,few clouds
631,Lovozero,68.0,35.01,42.94,77,58,6.89,RU,broken clouds
632,Pili,13.58,123.3,76.37,87,99,0.45,PH,overcast clouds
633,Guilin,25.28,110.29,77.0,94,75,2.24,CN,light intensity shower rain
634,Teonthar,24.98,81.65,81.09,54,0,1.07,IN,clear sky
635,Ola,59.58,151.28,41.65,83,0,3.11,RU,clear sky
636,Borujerd,33.9,48.75,75.2,29,20,2.73,IR,few clouds
637,Franca,-20.54,-47.4,96.64,18,24,7.07,BR,few clouds
638,Matara,5.95,80.54,79.56,83,26,11.32,LK,scattered clouds
639,Kalakamati,-20.59,27.31,73.4,60,75,13.87,BW,broken clouds
640,Sesheke,-17.48,24.3,96.8,18,20,6.17,ZM,few clouds
641,Batticaloa,7.71,81.69,82.8,74,97,9.04,LK,overcast clouds
642,Chimbote,-9.09,-78.58,64.98,77,91,12.48,PE,overcast clouds
643,Knysna,-34.04,23.05,53.6,100,90,16.11,ZA,light rain
644,Brooks,50.58,-111.89,60.94,53,33,5.39,CA,scattered clouds
645,Praia,14.92,-23.51,87.8,58,75,17.22,CV,broken clouds
646,Koungou,-12.73,45.2,80.6,78,90,9.17,YT,overcast clouds
647,Mamallapuram,12.63,80.17,86.0,74,40,6.93,IN,mist
648,Yenagoa,4.92,6.26,78.22,86,88,5.19,NG,moderate rain
649,Swan River,52.11,-101.27,46.9,57,81,1.68,CA,broken clouds
650,Providencia,28.72,-111.58,88.0,79,0,1.99,MX,clear sky
651,Santa Rosa,14.31,121.11,82.0,94,90,2.24,PH,overcast clouds
652,Orbetello,42.44,11.22,69.8,93,90,27.51,IT,fog
653,Wanning,18.8,110.4,81.23,88,97,4.09,CN,light rain
654,Ukiah,39.15,-123.21,75.0,51,90,1.28,US,haze
655,Beringovskiy,63.05,179.32,41.79,91,100,29.33,RU,moderate rain
656,Soavinandriana,-19.17,46.73,67.64,35,32,4.7,MG,scattered clouds
657,Prieska,-29.66,22.75,62.13,27,0,14.5,ZA,clear sky
658,Novopokrovka,49.84,36.55,60.8,51,86,11.18,UA,overcast clouds
659,Itinga,-16.61,-41.77,98.85,15,61,8.55,BR,broken clouds
660,Vila Franca Do Campo,37.72,-25.43,69.8,88,75,12.75,PT,broken clouds
661,Bairiki,1.33,172.98,78.8,74,20,9.17,KI,few clouds
662,Bafq,31.61,55.41,73.98,20,0,10.02,IR,clear sky
663,Kushmurun,52.45,64.63,50.97,59,24,2.08,KZ,few clouds
664,Kuryk,43.2,51.65,65.86,31,71,13.35,KZ,broken clouds
665,Jacareacanga,-6.22,-57.75,99.0,34,94,2.66,BR,overcast clouds
666,Baruun-Urt,46.68,113.28,28.85,91,2,7.54,MN,clear sky
667,Trairi,-3.28,-39.27,87.3,51,55,18.88,BR,broken clouds
668,Jalu,29.03,21.55,90.97,23,0,9.55,LY,clear sky
669,Halifax,44.65,-63.57,66.99,93,75,8.05,CA,broken clouds
670,Fairview,40.81,-74.0,60.01,82,90,3.36,US,overcast clouds
671,Muros,42.78,-9.06,60.01,69,45,5.01,ES,scattered clouds
